player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
T.J. Wisham,57147,HB,LA LAFAYET,7,11,2,0,0.0,0,0,33,0,0,2,25,41.3,1,2,207,0,2,73.7,62.8,76.2,,,60.0,62.0,60.5,11,0,0,0,1,23,0,0,0,11,1,33,25,2.27,3.0,0.0,9
Deon Silas,144540,HB,IOWA STATE,4,11,2,2,52.3,34,0,65,0,0,2,35,57.9,4,4,193,1,2,29.4,66.6,74.0,,75.2,54.9,66.7,,18,0,0,0,8,11,0,0,0,11,2,65,35,3.18,5.9,0.0,9
Gunner Cruz,100575,QB,ARIZONA,5,3,1,0,0.0,0,0,4,0,0,0,2,0.0,1,4,109,0,0,73.2,44.2,81.0,40.7,,60.0,63.8,60.2,14,0,0,0,0,58,51,8,0,3,0,55,20,1.82,5.0,,0
Taisun Phommachanh,99577,QB,CLEMSON,6,11,2,2,62.3,43,0,69,0,0,2,31,51.2,2,5,140,0,6,72.9,73.5,75.2,59.0,,,78.0,60.0,26,0,0,0,0,22,0,0,0,11,1,69,31,2.82,6.3,,5
Malik Sherrod,128189,HB,FRESNO ST,6,11,1,0,0.0,0,0,31,0,0,1,19,15.7,0,0,169,0,2,74.7,59.8,77.2,,32.0,53.4,62.8,58.3,9,0,0,0,15,19,0,0,1,11,0,31,19,1.73,2.8,0.0,9
Jake Lange,121467,QB,SO MISS,7,7,0,0,0.0,0,0,-5,0,0,0,8,0.0,1,2,296,4,2,40.1,41.5,46.4,41.4,,,58.2,60.0,10,6,0,0,0,107,24,4,0,7,0,19,9,0.82,1.7,,0
Javion Posey,97606,QB,FAU,8,10,2,0,0.0,0,0,41,1,0,1,30,21.4,2,2,165,0,7,73.2,50.0,0.0,60.4,,52.6,55.8,49.9,14,1,23,4,31,48,3,1,5,14,0,44,41,3.73,4.0,0.74,0
Lorenzo Lingard,77779,HB,FLORIDA,4,11,1,0,0.0,0,0,43,0,0,1,24,18.2,1,2,163,0,4,73.6,62.7,74.6,,71.7,74.7,58.7,57.8,12,0,9,1,10,18,0,0,1,12,0,43,24,2.18,3.9,0.9,7
Elijah Green,122836,HB,N CAROLINA,3,11,2,0,0.0,0,0,39,0,0,2,36,59.5,0,2,245,0,2,73.7,71.5,70.9,,,,69.2,60.0,9,0,0,0,0,12,0,0,0,11,0,39,36,3.27,3.5,,9
Jaylen Coleman,97624,HB,DUKE,10,11,0,0,0.0,0,0,14,0,0,0,13,0.0,0,0,154,0,1,74.0,53.3,77.1,,59.9,51.8,55.3,53.2,5,0,0,0,17,29,0,0,0,11,0,14,13,1.18,1.3,0.0,10
Jayden Umbarger,121874,WR,NAVY,11,11,4,6,106.2,138,1,130,1,0,4,44,94.1,6,6,237,0,0,73.9,63.4,48.9,,,59.6,73.6,56.5,32,1,60,6,45,241,0,0,12,17,0,130,44,4.0,11.8,1.33,0
Ja'Quez Cross,145108,HB,PURDUE,2,11,0,0,0.0,0,0,21,0,0,0,15,0.0,0,1,273,0,4,73.6,53.6,76.1,,48.5,55.5,54.2,59.7,5,0,6,1,16,16,0,0,2,12,0,21,15,1.36,1.9,0.38,7
Ryan O'Keefe,101139,WR,UCF,12,10,6,4,78.1,118,0,143,4,19,3,42,103.8,5,6,323,1,0,60.8,74.8,68.2,77.1,,73.8,67.3,69.7,51,1,742,79,371,278,8,1,102,89,1,151,56,5.09,13.7,2.0,0
Harold Joiner III,83635,HB,MICH STATE,11,11,0,0,0.0,0,0,35,0,1,0,21,13.6,2,1,223,1,1,25.7,48.8,77.3,,44.2,61.0,44.2,57.9,12,0,24,3,33,17,0,0,4,14,0,35,21,1.91,3.2,0.73,10
David Holloman,144834,HB,INDIANA,3,11,2,0,0.0,0,0,34,0,0,2,32,52.9,1,1,190,0,1,74.4,66.1,73.4,,51.7,57.2,66.1,59.9,13,0,0,0,4,14,0,0,0,11,0,34,32,2.91,3.1,0.0,10
Donald Chaney Jr.,122207,HB,MIAMI FL,2,11,1,1,45.5,20,0,44,0,0,1,34,25.8,1,4,220,0,2,73.6,65.4,75.9,,30.9,56.2,71.3,48.7,20,1,4,1,13,17,0,0,1,12,1,44,34,3.09,4.0,0.31,9
JD Head,122677,QB,LA TECH,4,3,2,1,31.4,22,0,28,0,0,1,24,266.7,2,4,208,1,2,54.4,62.5,81.4,62.0,62.2,,58.3,60.0,22,0,0,0,0,84,42,8,0,3,2,70,48,4.36,6.4,,0
Leshon Williams,129487,HB,IOWA,2,11,1,0,0.0,0,0,27,0,0,1,18,14.9,0,0,192,0,0,73.5,57.5,75.7,,22.2,56.7,59.8,,8,0,0,0,5,11,0,0,0,11,0,27,18,1.64,2.5,0.0,11
Avery Morrow,128240,HB,NEVADA,8,11,2,3,86.0,104,0,121,0,6,2,82,284.0,3,5,239,0,4,74.5,69.8,78.7,,43.7,60.4,78.4,75.2,42,0,85,10,61,18,0,0,10,21,1,121,82,7.45,11.0,1.39,5
Aaron Allen,78494,QB,LA TECH,6,6,1,0,0.0,0,0,-1,0,0,0,3,0.0,0,2,208,3,1,51.9,66.3,81.4,66.3,,,56.8,60.1,9,2,0,0,0,96,24,5,0,6,0,23,16,1.45,2.1,,0
Casey Filkins,131759,HB,STANFORD,6,11,1,1,45.5,20,0,44,0,0,1,26,16.9,2,3,300,0,6,82.0,63.3,76.4,,0.0,55.6,69.4,60.0,20,0,11,3,18,12,0,0,6,14,0,44,26,2.36,4.0,0.61,3
Jarrett Guarantano,40771,QB,WASH STATE,3,4,1,0,0.0,0,0,12,0,0,0,4,0.0,1,3,341,0,2,71.7,63.2,36.6,64.1,,,60.1,60.1,12,1,0,0,0,37,42,7,0,4,0,54,17,1.55,4.9,,1
Taequan Tyler,128140,HB,BOISE ST,3,11,4,1,44.7,21,0,47,1,0,4,30,99.2,2,3,120,0,5,73.5,66.4,74.0,,68.1,30.2,72.2,,21,0,0,0,11,11,0,0,1,11,0,47,30,2.73,4.3,0.0,6
Jack Sears,60580,QB,BOISE ST,4,7,2,0,0.0,0,0,9,0,0,0,6,0.0,1,2,120,0,3,71.1,53.1,75.8,36.7,,,66.8,60.1,11,0,0,0,0,38,23,3,0,7,1,32,13,1.3,3.2,,1
Chadarius Townsend,61105,HB,TEXAS TECH,4,10,1,1,40.0,26,0,65,0,0,1,40,40.0,3,3,315,0,9,74.9,61.7,73.0,,78.1,54.7,61.9,60.0,26,0,0,0,6,11,0,0,0,10,0,65,40,4.0,6.5,0.0,1
Jacob Rodriguez,151095,WR,VIRGINIA,12,10,4,1,42.1,24,0,57,3,1,4,41,113.9,1,2,335,1,6,29.4,48.3,26.8,,17.6,49.3,63.5,37.2,24,1,65,8,107,65,0,0,14,18,0,57,41,4.1,5.7,0.61,2
Brendan Suckley,75922,FB,RICE,12,10,1,0,0.0,0,0,32,0,0,1,23,19.2,1,1,275,0,0,73.6,60.3,81.4,,51.5,57.7,65.9,56.8,12,0,13,2,16,113,0,0,3,12,0,32,23,2.3,3.2,0.81,0
T.J. Finley,124093,QB,AUBURN,8,6,4,0,0.0,0,0,1,0,0,0,7,0.0,1,6,115,2,0,55.6,68.8,81.9,67.2,,,62.3,60.0,16,0,0,0,0,106,36,4,0,6,1,37,33,3.3,3.7,,2
Tyger Goslin,77634,FB,NAVY,12,10,0,0,0.0,0,1,29,1,1,0,9,6.9,0,2,237,0,1,73.2,53.9,15.7,38.9,78.7,58.5,61.6,53.7,7,1,31,3,31,145,0,0,4,13,0,29,9,0.9,2.9,1.0,1
Erik Ezukanma,78148,WR,TEXAS TECH,11,10,7,4,81.3,117,0,144,4,11,7,55,173.7,4,5,315,0,5,75.7,76.5,66.2,,60.9,74.0,79.2,74.8,45,2,699,47,302,237,0,0,74,57,2,144,55,5.5,14.4,2.31,0
Kevin Dominique,57155,HB,LA TECH,4,10,1,0,0.0,0,0,49,0,0,1,31,31.0,3,3,208,0,3,73.1,64.9,73.4,,79.0,55.7,67.8,47.5,12,0,0,0,10,12,0,0,0,10,0,49,31,3.1,4.9,0.0,7
Stephon Robinson Jr.,78136,WR,NWESTERN,11,10,2,1,33.8,24,0,71,0,7,2,13,20.9,2,3,256,0,5,76.4,75.8,45.6,,,74.8,71.0,70.7,24,2,625,46,318,270,0,0,78,56,0,71,13,1.3,7.1,1.97,0
Gabriel Watson,123130,HB,TEXAS,3,10,3,0,0.0,0,0,37,0,0,3,26,78.0,1,2,311,0,3,73.1,71.7,71.7,,,,69.5,60.0,11,0,0,0,0,11,0,0,0,10,0,37,26,2.6,3.7,,7
Brody Belt,83717,WR,NEBRASKA,8,10,1,0,0.0,0,0,48,1,2,1,33,61.9,2,2,238,0,7,74.9,63.3,80.0,,25.7,67.1,65.0,55.1,11,0,68,6,47,58,0,0,10,16,0,48,33,3.3,4.8,1.45,3
Derius Davis,78196,WR,TCU,12,10,3,1,102.4,43,0,42,2,9,3,49,127.8,3,2,305,1,4,49.0,68.3,56.6,,,69.9,52.7,65.3,43,1,520,36,241,198,0,0,52,46,1,42,49,4.9,4.2,2.16,1
D.J. Williams,99154,HB,FLORIDA ST,5,10,2,1,48.9,23,0,47,0,0,2,39,78.0,2,2,167,0,7,73.5,68.6,73.4,,71.8,56.8,68.5,58.5,23,0,0,0,4,16,0,0,0,10,1,47,39,3.9,4.7,0.0,2
Lyn-J Dixon,77712,HB,CLEMSON,3,10,2,1,33.3,16,0,48,0,1,2,24,60.0,2,4,140,0,0,73.2,66.8,75.2,,7.6,63.1,73.2,59.6,16,0,7,2,17,12,0,0,3,12,0,48,24,2.4,4.8,0.41,10
Zeb Noland,40508,QB,S CAROLINA,6,6,0,0,0.0,0,0,3,0,0,0,2,0.0,2,2,289,2,0,73.3,76.1,81.4,74.0,,60.0,67.2,60.0,12,2,0,0,1,82,39,4,0,6,0,42,6,0.6,4.2,0.0,2
Ethan Fernea,61765,HB,UCLA,5,10,4,1,50.6,42,0,83,0,0,4,75,300.0,2,3,324,0,7,73.3,68.5,74.2,,0.7,54.3,75.6,57.5,42,0,0,0,7,14,0,0,0,10,1,83,75,7.5,8.3,0.0,3
DeCarlos Brooks,70933,HB,CAL,5,10,5,2,57.3,55,0,96,0,0,5,78,354.5,3,4,130,0,5,73.6,87.9,75.1,,76.3,55.6,91.4,60.0,38,0,7,1,16,13,0,0,1,11,0,96,78,7.8,9.6,0.44,5
Ira Armstead,123767,QB,VIRGINIA,9,10,2,3,90.2,55,0,61,0,0,2,25,41.7,3,3,335,0,2,72.9,47.7,80.6,46.1,,46.4,60.7,59.8,20,0,6,2,50,38,0,0,2,12,0,61,25,2.5,6.1,0.12,3
Nate Kyei-Donkor,78826,HB,DUKE,5,10,0,0,0.0,0,0,18,0,0,0,12,0.0,0,0,154,0,0,73.2,50.1,76.0,,18.8,58.4,54.9,47.6,5,0,0,3,17,16,0,0,3,13,0,18,12,1.2,1.8,0.0,10
John Rhys Plumlee,97602,WR,OLE MISS,11,10,3,2,69.9,51,0,73,0,1,3,66,94.3,4,4,226,1,7,75.9,68.8,82.8,60.4,,67.3,75.0,53.3,34,1,200,18,131,148,0,0,25,28,0,73,66,6.6,7.3,1.53,0
Daniel Jones,121851,HB,NAVY,7,10,0,0,0.0,0,0,55,0,0,0,24,0.0,1,3,237,0,2,74.2,63.4,77.5,,86.5,58.6,70.1,48.0,12,0,1,1,11,63,0,0,1,11,0,55,24,2.4,5.5,0.09,2
Caullin Lacy,121426,WR,S ALABAMA,11,9,1,0,0.0,0,0,32,1,10,1,21,50.3,1,1,288,1,3,66.1,64.3,85.6,,,63.1,67.4,62.6,12,1,282,42,320,159,0,0,52,51,0,32,21,2.33,3.6,0.88,5
Cade Fortin,77620,QB,USF,5,7,4,0,0.0,0,0,27,0,0,2,17,69.4,2,4,327,1,4,71.9,44.9,79.2,39.5,,54.3,64.3,60.0,11,0,0,0,1,70,15,2,0,7,1,42,32,3.56,4.7,0.0,2
Eli Sanders,144541,HB,IOWA STATE,3,9,1,0,0.0,0,0,29,0,0,1,16,14.8,1,2,193,0,3,73.4,66.6,74.7,,73.7,80.9,61.7,60.0,11,0,41,3,12,10,0,0,3,12,0,29,16,1.78,3.2,3.42,6
La'Vell Wright,146736,HB,KENTUCKY,3,9,1,2,78.8,93,0,118,0,0,1,21,25.9,3,3,202,0,4,72.5,85.6,72.7,,75.1,57.7,82.1,60.0,52,0,0,0,3,11,0,0,0,9,1,118,21,2.33,13.1,0.0,5
Jack Tuttle,83580,QB,INDIANA,6,3,0,0,0.0,0,0,5,0,0,0,3,0.0,3,3,190,3,0,53.9,42.5,80.8,38.5,,,65.6,60.1,12,0,0,0,0,66,51,6,0,3,0,56,9,1.0,6.2,,2
Maquel Haywood,144314,FB,NAVY,3,9,2,0,0.0,0,0,22,0,0,2,21,46.7,0,2,237,0,6,75.2,79.9,74.6,,,86.5,64.6,74.3,7,0,24,1,1,29,0,0,1,10,0,22,21,2.33,2.4,24.0,1
Chad Alexander,97065,HB,NEW MEXICO,5,9,0,0,0.0,0,0,41,0,3,0,25,55.6,0,1,241,0,1,78.0,70.9,76.2,,87.2,71.2,68.0,60.0,8,0,12,6,19,12,0,0,7,15,0,41,25,2.78,4.6,0.63,8
Trent Davis,143850,HB,DUKE,2,9,3,0,0.0,0,0,29,0,2,3,21,116.7,0,2,154,0,4,73.0,60.9,72.8,,71.8,61.7,62.2,48.2,6,0,0,1,3,15,0,0,1,10,0,29,21,2.33,3.2,0.0,5
Todd Hudson,99487,HB,OKLAHOMA,1,9,0,0,0.0,0,0,25,1,0,0,17,0.0,1,4,261,0,5,72.5,52.4,71.7,,72.5,28.8,58.3,,12,0,0,0,5,9,0,0,1,9,2,25,17,1.89,2.8,0.0,4
Nykeim Johnson,61692,WR,KENT STATE,12,9,1,1,26.3,20,0,76,2,5,1,17,20.2,4,6,201,0,7,82.4,67.7,65.3,,,67.3,73.4,56.0,20,1,508,47,286,274,0,0,63,56,2,76,17,1.89,8.4,1.78,0
Ike Ogbogu,77653,QB,HOUSTON,6,7,0,0,0.0,0,0,19,0,0,0,11,0.0,1,0,182,0,5,71.9,59.9,38.3,64.8,,,51.3,60.0,10,2,0,0,0,62,10,2,0,7,0,29,13,1.44,3.2,,0
Jacob Sirmon,83590,QB,C MICHIGAN,5,1,3,0,0.0,0,0,-1,0,0,0,0,0.0,2,3,134,1,0,59.2,58.6,82.7,57.6,,54.3,59.4,60.3,13,1,0,0,1,99,55,8,0,1,0,54,30,3.33,6.0,0.0,0
Sam Kenerson,122447,WR,GA SOUTHRN,5,8,3,1,52.6,20,0,31,0,0,2,25,62.5,1,1,174,1,4,24.4,44.9,81.4,28.5,,56.8,46.6,60.2,20,0,19,2,30,65,7,1,9,10,0,38,29,3.22,4.2,0.63,4
Carter Bradley,77685,QB,TOLEDO,8,4,2,0,0.0,0,0,5,0,0,1,4,25.0,0,2,316,3,1,43.1,51.1,61.1,53.1,,,47.5,60.0,8,2,0,0,0,88,27,5,0,4,0,32,13,1.44,3.6,,3
Trey Smith,27042,HB,WYOMING,6,9,1,0,0.0,0,0,14,0,0,1,18,20.0,0,2,351,0,1,72.6,64.2,74.0,,73.8,74.7,54.2,83.1,4,0,15,1,4,22,0,0,1,10,0,14,18,2.0,1.6,3.75,8
Isaiah Neyor,98033,WR,WYOMING,12,9,0,0,0.0,0,1,15,3,5,0,4,4.6,0,1,351,1,2,48.7,80.8,44.9,,,83.9,52.2,65.8,8,2,791,39,288,314,0,0,77,48,1,15,4,0.44,1.7,2.75,0
Shocky Jacques-Louis,77960,WR,PITTSBURGH,12,9,2,1,65.6,21,0,32,3,6,2,15,43.0,1,2,268,0,0,74.3,55.0,87.2,,,56.6,55.8,43.4,21,1,242,22,268,173,0,0,34,31,0,32,15,1.67,3.6,0.9,0
Carson Beck,124010,QB,GEORGIA,4,8,1,1,62.5,15,0,24,0,0,1,8,12.5,2,2,173,1,2,32.1,66.9,77.3,69.6,,,54.7,60.0,15,0,0,0,0,49,0,1,0,8,0,24,10,1.11,2.7,,1
Kaylon Geiger,102929,WR,TEXAS TECH,12,9,2,2,65.0,52,1,80,1,3,2,63,70.0,3,3,315,0,3,51.7,68.9,63.1,38.6,,69.5,66.0,64.2,30,1,538,41,306,239,0,0,60,50,0,80,63,7.0,8.9,1.76,0
Wyatt Begeal,147043,QB,ARK STATE,3,9,1,1,54.8,23,0,42,0,0,1,14,17.3,2,1,113,0,2,72.5,63.1,71.0,,,,61.7,60.0,23,0,0,0,0,13,0,0,0,9,0,42,14,1.56,4.7,,4
DK Billingsley,57432,HB,TROY,6,9,3,0,0.0,0,0,30,0,0,3,21,63.6,0,2,318,0,0,72.7,64.5,74.6,,24.2,68.7,65.8,58.4,6,0,6,2,9,12,0,0,2,11,0,30,21,2.33,3.3,0.67,9
George Hart III,146269,HB,ARIZONA ST,3,9,1,0,0.0,0,0,16,0,0,1,16,19.8,0,1,110,0,4,72.5,58.8,73.2,,,58.6,59.2,60.0,5,0,0,0,2,14,0,0,0,9,0,16,16,1.78,1.8,0.0,5
Malik Cooper,144384,WR,TEMPLE,4,9,4,1,43.5,20,0,46,1,0,4,31,125.3,2,2,306,0,5,72.1,60.1,73.9,,,45.8,67.8,59.5,20,0,11,2,14,10,0,0,3,11,0,46,31,3.44,5.1,0.79,3
Dan Villari,129602,QB,MICHIGAN,4,9,2,0,0.0,0,0,35,0,0,2,20,49.4,1,4,222,0,7,72.8,64.4,73.0,47.1,,,67.3,60.0,12,0,0,0,0,21,0,0,0,9,0,35,20,2.22,3.9,,2
Dawson Downing,42539,HB,MISSOURI,12,9,1,1,72.3,60,0,83,0,0,1,15,15.2,1,3,229,0,1,73.2,60.5,79.8,,54.6,56.2,64.5,57.1,60,0,15,2,45,28,0,0,3,11,1,83,15,1.67,9.2,0.33,8
Christian Veilleux,145086,QB,PENN STATE,1,4,3,0,0.0,0,0,7,0,0,0,7,0.0,1,3,266,1,1,29.9,64.2,75.7,69.6,,,52.8,60.0,14,0,0,0,0,21,30,5,0,4,0,37,31,3.44,4.1,,1
Dakereon Joyner,83554,WR,S CAROLINA,12,8,2,0,0.0,0,0,13,5,2,2,16,25.0,0,0,289,1,5,39.1,56.2,52.7,,63.8,54.2,60.9,73.4,6,1,220,24,229,130,0,0,39,32,0,13,16,2.0,1.6,0.96,3
Charlie Brewer,60344,QB,UTAH,3,4,0,1,39.6,19,0,14,0,0,0,1,0.0,2,2,328,2,0,53.0,68.2,51.0,68.9,,,58.1,60.0,19,1,0,0,0,64,34,4,0,4,0,48,8,1.0,6.0,,1
Daniel Carter,99572,HB,PITTSBURGH,8,8,1,0,0.0,0,0,29,0,0,1,14,17.5,1,2,268,0,1,72.1,65.5,77.9,,69.8,66.6,63.7,61.0,11,0,13,2,8,32,0,0,2,10,1,29,14,1.75,3.6,1.63,7
Tyrone Tracy,84226,WR,IOWA,12,8,3,0,0.0,0,0,39,2,1,3,23,52.3,0,1,192,0,0,72.8,52.2,57.4,,,49.9,68.2,62.0,7,1,100,14,212,214,0,0,28,22,1,39,23,2.88,4.9,0.47,1
Terrence Williams,147144,HB,LA LAFAYET,6,8,1,0,0.0,0,0,32,0,0,1,17,23.6,0,2,207,0,2,72.3,63.9,77.0,,70.8,55.4,65.9,60.2,8,0,1,1,20,18,0,0,1,9,0,32,17,2.13,4.0,0.05,6
Trey Blair,125318,HB,TEMPLE,3,8,2,0,0.0,0,0,24,0,1,2,19,71.3,0,1,306,0,0,71.5,57.5,76.3,,0.0,61.0,71.3,60.0,9,0,3,2,9,9,0,0,3,10,0,24,19,2.38,3.0,0.33,7
Jay'Veon Sunday,131918,HB,WASHINGTON,4,8,0,0,0.0,0,0,10,1,0,0,15,0.0,0,2,340,0,3,71.9,50.9,72.9,,,33.3,57.6,60.0,4,0,0,0,7,9,0,0,2,8,0,10,15,1.88,1.3,0.0,5
Zuberi Mobley,145187,HB,FAU,2,8,0,0,0.0,0,0,33,0,1,0,18,22.5,1,3,165,0,1,72.1,74.1,74.0,,76.8,75.2,70.5,,12,0,17,2,14,8,0,0,3,10,0,33,18,2.25,4.1,1.21,7
Jawhar Jordan,99595,HB,LOUISVILLE,2,8,1,2,63.2,36,0,57,0,0,1,40,62.5,2,3,210,0,0,72.2,67.0,73.6,,,60.0,66.2,59.1,21,0,0,0,1,11,0,0,0,8,0,57,40,5.0,7.1,0.0,8
Antwain Littleton II,144892,HB,MARYLAND,1,8,1,0,0.0,0,0,29,0,0,1,19,29.7,0,3,215,0,4,71.9,71.9,70.9,,,,69.4,,8,0,0,0,0,8,0,0,0,8,0,29,19,2.38,3.6,,4
Jason Brown,109060,QB,S CAROLINA,7,5,0,0,0.0,0,0,-4,0,0,0,0,0.0,0,2,289,5,0,41.0,50.3,40.4,49.6,,,60.6,60.4,9,2,0,0,0,134,12,3,0,5,0,8,6,0.75,1.0,,2
Samori Toure,25276,WR,NEBRASKA,12,8,3,2,58.7,37,0,63,2,5,3,15,27.8,2,5,238,1,0,52.4,80.9,86.9,,,83.1,64.0,56.6,21,0,896,46,330,248,0,0,75,54,1,63,15,1.88,7.9,2.72,7
Yasias Young,123298,HB,USF,2,8,0,0,0.0,0,0,33,0,0,0,11,0.0,3,2,327,0,1,71.9,61.7,69.8,,69.2,,61.1,,10,0,0,0,0,8,0,0,0,8,1,33,11,1.38,4.1,,7
Marcus Cisco,97128,HB,NWESTERN,3,8,0,1,41.0,16,0,39,0,0,0,21,0.0,1,2,256,0,1,71.9,75.8,69.5,,,,72.5,,16,0,0,0,0,8,0,0,0,8,0,39,21,2.63,4.9,,7
Hayden Wolff,98362,QB,DOMINION,9,7,0,0,0.0,0,0,-20,0,0,0,0,0.0,0,0,263,1,0,76.3,77.1,86.1,75.8,,,56.1,60.0,3,0,0,0,0,222,3,1,0,7,0,-17,0,0.0,-2.1,,0
Wan'Dale Robinson,101735,WR,KENTUCKY,12,8,3,2,79.1,87,0,110,7,20,3,37,104.3,2,2,202,0,1,81.5,90.5,87.4,,,90.0,75.4,67.2,64,1,1172,94,341,303,0,0,128,102,0,110,37,4.63,13.8,3.44,0
Giles Jackson,101695,WR,WASHINGTON,11,8,2,0,0.0,0,0,45,2,0,2,14,21.9,2,4,340,0,2,83.0,57.0,17.8,,,52.6,73.2,63.7,12,1,87,8,93,59,0,0,16,16,0,45,14,1.75,5.6,0.94,0
Mason Garcia,123811,QB,E CAROLINA,5,8,2,0,0.0,0,0,19,0,0,2,23,71.9,0,2,156,0,5,71.7,44.7,0.0,28.4,,,65.1,60.0,4,1,0,0,0,15,0,0,0,8,1,19,23,2.88,2.4,,1
Daniel Bangura,130485,HB,KENT STATE,1,8,2,1,61.3,49,0,80,0,0,2,24,75.0,2,3,201,0,5,73.8,72.8,70.7,,,,70.1,,49,0,0,0,0,8,0,0,0,8,1,80,24,3.0,10.0,,3
A.J. Henning,129580,WR,MICHIGAN,12,8,4,3,88.7,118,0,133,1,3,4,89,458.1,4,4,222,1,0,64.5,63.2,81.4,,,56.8,83.1,50.5,74,0,75,9,84,64,0,0,14,17,2,133,89,11.13,16.6,0.89,0
Ainias Smith,99207,WR,TEXAS A&M,12,8,6,0,0.0,0,0,26,7,7,6,22,65.0,0,1,312,0,1,86.7,68.4,85.9,,67.9,70.9,69.3,46.0,8,1,509,47,335,259,0,0,77,55,0,26,22,2.75,3.3,1.52,7
Mookie Cooper,129742,WR,MISSOURI,9,8,1,0,0.0,0,0,15,0,6,1,20,67.3,0,2,229,1,1,32.4,66.8,81.3,,,73.0,47.1,50.4,9,1,198,18,76,63,0,0,20,26,0,15,20,2.5,1.9,2.61,0
Kendric Pryor,40408,WR,WISCONSIN,12,8,4,0,0.0,0,0,41,2,2,4,32,61.5,1,2,349,1,0,42.0,65.6,65.4,,,64.6,65.4,65.7,13,1,406,31,282,272,0,0,54,39,0,41,32,4.0,5.1,1.44,0
Kazmeir Allen,83782,WR,UCLA,12,8,2,3,77.4,72,0,93,2,0,2,36,36.0,3,4,324,1,4,51.1,69.8,84.2,,,63.3,84.3,65.1,33,0,255,17,107,111,0,0,25,25,1,93,36,4.5,11.6,2.38,1
Jaetavian Toles,61738,WR,TULANE,12,8,4,1,115.4,15,0,13,2,10,4,23,134.2,1,1,319,1,0,36.5,58.0,65.5,,61.1,56.5,67.4,61.3,15,1,334,22,336,223,0,0,40,30,1,13,23,2.88,1.6,0.99,0
Vontravious Hall,83526,QB,NEW MEXICO,7,8,4,1,58.3,21,0,36,2,0,4,41,128.1,1,1,241,1,1,71.7,55.5,79.0,60.0,69.8,53.8,63.4,50.0,21,0,52,8,34,52,0,0,11,16,0,36,41,5.13,4.5,1.53,3
Grant Gremel,101632,QB,INDIANA,5,3,0,0,0.0,0,0,-2,0,0,0,0,0.0,1,1,190,3,0,29.1,50.2,79.2,54.7,,,36.5,60.0,18,0,0,0,0,40,30,4,0,3,0,28,4,0.57,4.0,,1
Alex Berrouet,146003,HB,COLO STATE,1,7,3,1,57.8,26,0,45,0,0,3,35,214.3,1,3,144,1,7,19.3,57.0,72.9,,69.7,60.0,57.3,60.0,26,0,0,0,1,10,0,0,0,7,0,45,35,5.0,6.4,0.0,0
Cade Ballard,102861,QB,ARMY,2,7,0,0,0.0,0,0,40,0,0,0,16,0.0,0,1,114,1,0,71.2,46.2,74.5,22.9,,,74.2,60.0,9,0,0,0,0,29,0,0,0,7,0,40,16,2.29,5.7,,5
Jordan Lowe,130626,HB,TOLEDO,2,7,1,0,0.0,0,0,31,0,0,1,12,24.5,1,1,316,0,5,71.3,66.8,70.1,,,60.0,65.6,,11,0,0,0,1,7,0,0,0,7,0,31,12,1.71,4.4,0.0,2
A.J. Gates,145444,HB,UAB,3,7,2,1,62.5,15,0,24,0,0,2,25,102.0,1,1,321,0,1,71.3,60.9,72.8,,,,60.6,60.0,15,0,0,0,0,10,0,0,0,7,0,24,25,3.57,3.4,,6
Amari Johnson,98551,WR,UCF,12,7,0,1,94.1,16,0,17,1,3,0,8,11.8,1,1,323,1,0,79.4,64.5,83.6,,,65.3,59.8,53.3,16,0,144,22,98,86,0,0,27,29,1,17,8,1.14,2.4,1.47,2
Trevon Bradford,40116,WR,OREGON ST,12,7,0,0,0.0,0,0,43,2,6,0,13,23.7,2,2,265,1,0,62.0,77.9,34.0,,61.0,82.9,48.7,53.6,10,2,603,40,226,239,0,0,59,47,1,43,13,1.86,6.1,2.67,0
Jaylon Lott,123321,HB,UTSA,2,7,1,0,0.0,0,0,19,0,0,1,17,34.7,0,1,331,1,1,20.6,52.9,72.9,,0.0,55.0,56.4,,7,0,0,0,8,8,0,0,0,7,0,19,17,2.43,2.7,0.0,6
Mason Courtney,144410,HB,TULANE,2,7,2,0,0.0,0,0,20,0,0,2,28,114.3,2,1,319,0,3,71.3,71.7,71.0,,,59.8,70.0,59.7,12,0,0,0,1,9,0,0,0,7,0,20,28,4.0,2.9,0.0,4
Arland Bruce IV,144849,WR,IOWA,12,7,2,0,0.0,0,0,42,0,1,2,27,44.5,3,4,192,0,1,73.5,73.0,27.4,,67.1,73.9,69.2,53.4,13,1,175,19,76,116,0,0,23,26,2,42,27,3.86,6.0,2.3,0
Mike Drennen II,124059,WR,KENTUCKY,6,7,1,0,0.0,0,0,17,0,0,1,17,27.0,0,1,202,0,1,71.5,59.8,75.7,,71.9,55.6,62.5,60.0,9,0,3,2,12,24,0,0,2,9,1,17,17,2.43,2.4,0.25,5
